Senaryo;SpinNo;Bahis;Odenen;CarpanDeger;Bonus;Kategori;SpinTipi
"0. Normal Oyun";175;100;340;2;False;BigWin;Normal
"0. Normal Oyun";176;100;40;0;False;Normal;Normal
"0. Normal Oyun";177;100;110;0;False;Normal;Normal
"0. Normal Oyun";178;100;1500;10;False;EpicWin;Normal
"0. Normal Oyun";179;100;0;0;False;Normal;Normal
"0. Normal Oyun";180;100;0;0;False;Normal;Normal
"0. Normal Oyun";181;100;0;0;False;Normal;Normal
"0. Normal Oyun";182;100;720;8;False;MegaWin;Normal
"0. Normal Oyun";183;100;0;0;False;Normal;Normal
"0. Normal Oyun";184;100;0;0;False;Normal;Normal
"0. Normal Oyun";185;100;20;0;False;Normal;Normal
"0. Normal Oyun";186;100;0;0;False;Normal;Normal
"0. Normal Oyun";187;100;0;0;False;Normal;Normal
"0. Normal Oyun";188;100;0;0;False;Normal;Normal
"0. Normal Oyun";189;100;30;0;False;Normal;Normal
"0. Normal Oyun";190;100;0;0;False;Normal;Normal
"0. Normal Oyun";191;100;0;0;False;Normal;Normal
"0. Normal Oyun";192;100;0;0;False;Normal;Normal
"0. Normal Oyun";193;100;0;0;False;Normal;Normal
"0. Normal Oyun";194;100;0;0;False;Normal;Normal
"0. Normal Oyun";195;100;20;0;False;Normal;Normal
"0. Normal Oyun";196;100;0;0;False;Normal;Normal
"0. Normal Oyun";197;100;0;0;False;Normal;Normal
"0. Normal Oyun";198;100;0;0;False;Normal;Normal
"0. Normal Oyun";199;100;0;0;False;Normal;Normal
"0. Normal Oyun";200;100;0;0;False;Normal;Normal
"0. Normal Oyun";201;100;0;0;False;Normal;Normal
"0. Normal Oyun";202;100;0;0;False;Normal;Normal
"0. Normal Oyun";203;100;210;0;False;BigWin;Normal
"0. Normal Oyun";204;100;0;0;False;Normal;Normal
"0. Normal Oyun";205;100;0;0;False;Normal;Normal
"0. Normal Oyun";206;100;0;0;False;Normal;Normal
"0. Normal Oyun";207;100;0;0;False;Normal;Normal
"0. Normal Oyun";208;100;0;0;False;Normal;Normal
"0. Normal Oyun";209;100;0;0;False;Normal;Normal
"0. Normal Oyun";210;100;0;0;False;Normal;Normal
"0. Normal Oyun";211;100;20;0;False;Normal;Normal
"0. Normal Oyun";212;100;0;0;False;Normal;Normal
"0. Normal Oyun";213;100;0;0;False;Normal;Normal
"0. Normal Oyun";214;100;0;0;False;Normal;Normal
"0. Normal Oyun";215;100;0;0;False;Normal;Normal
"0. Normal Oyun";216;100;0;0;False;Normal;Normal
"0. Normal Oyun";217;100;0;0;False;Normal;Normal
"0. Normal Oyun";218;100;0;0;False;Normal;Normal
"0. Normal Oyun";219;100;350;5;False;BigWin;Normal
"0. Normal Oyun";220;100;0;0;False;Normal;Normal
"0. Normal Oyun";221;100;0;0;True;Normal;Bonus
"0. Normal Oyun";222;100;0;0;False;Normal;Normal
"0. Normal Oyun";223;100;30;0;False;Normal;Normal
"0. Normal Oyun";224;100;30;0;False;Normal;Normal
"0. Normal Oyun";225;100;0;0;False;Normal;Normal
"0. Normal Oyun";226;100;560;10;False;MegaWin;Normal
"0. Normal Oyun";227;100;0;0;False;Normal;Normal
"0. Normal Oyun";228;100;20;0;False;Normal;Normal
"0. Normal Oyun";229;100;210;0;False;BigWin;Normal
"0. Normal Oyun";230;100;0;0;False;Normal;Normal
"0. Normal Oyun";231;100;0;0;False;Normal;Normal
"0. Normal Oyun";232;100;0;0;False;Normal;Normal
"0. Normal Oyun";233;100;20;0;False;Normal;Normal
"0. Normal Oyun";234;100;100;0;True;Normal;Bonus
"0. Normal Oyun";235;100;0;0;False;Normal;Normal
"0. Normal Oyun";236;100;0;0;False;Normal;Normal
"0. Normal Oyun";237;100;0;0;False;Normal;Normal
"0. Normal Oyun";238;100;340;0;False;BigWin;Normal
"0. Normal Oyun";239;100;80;0;False;Normal;Normal
"0. Normal Oyun";240;100;2990;8;False;EpicWin;Normal
"0. Normal Oyun";241;100;3120;2;False;EpicWin;Normal
"0. Normal Oyun";242;100;0;0;False;Normal;Normal
"0. Normal Oyun";243;100;180;3;False;Normal;Normal
"0. Normal Oyun";244;100;0;0;False;Normal;Normal
"0. Normal Oyun";245;100;0;0;False;Normal;Normal
"0. Normal Oyun";246;100;0;0;False;Normal;Normal
"0. Normal Oyun";247;100;0;0;False;Normal;Normal
"0. Normal Oyun";248;100;450;2;False;BigWin;Normal
"0. Normal Oyun";249;100;100;0;True;Normal;Bonus
"0. Normal Oyun";250;100;0;0;False;Normal;Normal
"0. Normal Oyun";251;100;0;0;False;Normal;Normal
"0. Normal Oyun";252;100;0;0;False;Normal;Normal
"0. Normal Oyun";253;100;210;0;False;BigWin;Normal
"0. Normal Oyun";254;100;0;0;False;Normal;Normal
"0. Normal Oyun";255;100;0;0;False;Normal;Normal
"0. Normal Oyun";256;100;0;0;False;Normal;Normal
"0. Normal Oyun";257;100;0;0;False;Normal;Normal
"0. Normal Oyun";258;100;0;0;False;Normal;Normal
"0. Normal Oyun";259;100;0;0;False;Normal;Normal
"0. Normal Oyun";260;100;0;0;False;Normal;Normal
"0. Normal Oyun";261;100;0;0;False;Normal;Normal
"0. Normal Oyun";262;100;0;0;False;Normal;Normal
"0. Normal Oyun";263;100;0;0;False;Normal;Normal
"0. Normal Oyun";264;100;0;0;False;Normal;Normal
"0. Normal Oyun";265;100;0;0;False;Normal;Normal
"0. Normal Oyun";266;100;0;0;False;Normal;Normal
"0. Normal Oyun";267;100;720;3;False;MegaWin;Normal
"0. Normal Oyun";268;100;0;0;False;Normal;Normal
"0. Normal Oyun";269;100;0;0;False;Normal;Normal
"0. Normal Oyun";270;100;350;5;False;BigWin;Normal
"0. Normal Oyun";271;100;0;0;False;Normal;Normal
"0. Normal Oyun";272;100;0;0;False;Normal;Normal
"0. Normal Oyun";273;100;100;0;False;Normal;Normal
"0. Normal Oyun";274;100;0;0;False;Normal;Normal
"0. Normal Oyun";275;100;0;0;False;Normal;Normal
"0. Normal Oyun";276;100;0;0;False;Normal;Normal
"0. Normal Oyun";277;100;0;0;False;Normal;Normal
"0. Normal Oyun";278;100;0;0;False;Normal;Normal
"0. Normal Oyun";279;100;0;0;False;Normal;Normal
"0. Normal Oyun";280;100;0;0;False;Normal;Normal
"0. Normal Oyun";281;100;0;0;False;Normal;Normal
"0. Normal Oyun";282;100;60;0;False;Normal;Normal
"0. Normal Oyun";283;100;0;0;False;Normal;Normal
"0. Normal Oyun";284;100;50;0;False;Normal;Normal
"0. Normal Oyun";285;100;0;0;False;Normal;Normal
"0. Normal Oyun";286;100;0;0;False;Normal;Normal
"0. Normal Oyun";287;100;30;0;False;Normal;Normal
"0. Normal Oyun";288;100;0;0;False;Normal;Normal
"0. Normal Oyun";289;100;50;0;False;Normal;Normal
"0. Normal Oyun";290;100;0;0;False;Normal;Normal
"0. Normal Oyun";291;100;100;3;False;Normal;Normal
"0. Normal Oyun";292;100;0;0;False;Normal;Normal
"0. Normal Oyun";293;100;40;0;False;Normal;Normal
"0. Normal Oyun";294;100;0;0;False;Normal;Normal
"0. Normal Oyun";295;100;0;0;False;Normal;Normal
"0. Normal Oyun";296;100;0;0;False;Normal;Normal
"0. Normal Oyun";297;100;0;0;False;Normal;Normal
"0. Normal Oyun";298;100;0;0;False;Normal;Normal
"0. Normal Oyun";299;100;0;0;False;Normal;Normal
"0. Normal Oyun";300;100;100;0;True;Normal;Bonus
"0. Normal Oyun";301;100;0;0;False;Normal;Normal
"0. Normal Oyun";302;100;0;0;False;Normal;Normal
"0. Normal Oyun";303;100;30;0;False;Normal;Normal
"0. Normal Oyun";304;100;100;0;False;Normal;Normal
"0. Normal Oyun";305;100;60;0;False;Normal;Normal
"0. Normal Oyun";306;100;0;0;False;Normal;Normal
"0. Normal Oyun";307;100;0;0;False;Normal;Normal
"0. Normal Oyun";308;100;0;0;False;Normal;Normal
"0. Normal Oyun";309;100;0;0;False;Normal;Normal
"0. Normal Oyun";310;100;150;0;False;Normal;Normal
"0. Normal Oyun";311;100;0;0;False;Normal;Normal
"0. Normal Oyun";312;100;0;0;False;Normal;Normal
"0. Normal Oyun";313;100;90;0;False;Normal;Normal
"0. Normal Oyun";314;100;50;0;True;Normal;Bonus
"0. Normal Oyun";315;100;0;0;False;Normal;Normal
"0. Normal Oyun";316;100;0;0;False;Normal;Normal
"0. Normal Oyun";317;100;50;0;False;Normal;Normal
"0. Normal Oyun";318;100;150;0;False;Normal;Normal
"0. Normal Oyun";319;100;0;0;False;Normal;Normal
"0. Normal Oyun";320;100;0;0;False;Normal;Normal
"0. Normal Oyun";321;100;0;0;False;Normal;Normal
"0. Normal Oyun";322;100;600;8;False;MegaWin;Normal
"0. Normal Oyun";323;100;0;0;False;Normal;Normal
"0. Normal Oyun";324;100;0;0;False;Normal;Normal
"0. Normal Oyun";325;100;0;0;False;Normal;Normal
"0. Normal Oyun";326;100;40;0;False;Normal;Normal
"0. Normal Oyun";327;100;0;0;False;Normal;Normal
"0. Normal Oyun";328;100;30;0;False;Normal;Normal
"0. Normal Oyun";329;100;0;0;False;Normal;Normal
"0. Normal Oyun";330;100;0;0;False;Normal;Normal
"0. Normal Oyun";331;100;0;0;False;Normal;Normal
"0. Normal Oyun";332;100;0;0;False;Normal;Normal
"0. Normal Oyun";333;100;0;0;False;Normal;Normal
"0. Normal Oyun";334;100;0;0;False;Normal;Normal
"0. Normal Oyun";335;100;0;0;False;Normal;Normal
"0. Normal Oyun";336;100;0;0;False;Normal;Normal
"0. Normal Oyun";337;100;30;0;False;Normal;Normal
"0. Normal Oyun";338;100;110;0;False;Normal;Normal
"0. Normal Oyun";339;100;0;0;False;Normal;Normal
"0. Normal Oyun";340;100;60;0;False;Normal;Normal
"0. Normal Oyun";341;100;30;0;False;Normal;Normal
"0. Normal Oyun";342;100;80;0;False;Normal;Normal
"0. Normal Oyun";343;100;0;0;False;Normal;Normal
"0. Normal Oyun";344;100;30;0;False;Normal;Normal
"0. Normal Oyun";345;100;0;0;False;Normal;Normal
"0. Normal Oyun";346;100;0;0;False;Normal;Normal
"0. Normal Oyun";347;100;70;0;False;Normal;Normal
"0. Normal Oyun";348;100;0;0;False;Normal;Normal
"0. Normal Oyun";349;100;0;0;False;Normal;Normal
"0. Normal Oyun";350;100;30;0;False;Normal;Normal
"0. Normal Oyun";351;100;0;0;False;Normal;Normal
"0. Normal Oyun";352;100;0;0;False;Normal;Normal
"0. Normal Oyun";353;100;0;0;False;Normal;Normal
"0. Normal Oyun";354;100;0;0;False;Normal;Normal
"0. Normal Oyun";355;100;0;0;False;Normal;Normal
"0. Normal Oyun";356;100;0;0;False;Normal;Normal
"0. Normal Oyun";357;100;0;0;False;Normal;Normal
"0. Normal Oyun";358;100;0;0;False;Normal;Normal
"0. Normal Oyun";359;100;520;0;False;MegaWin;Normal
"0. Normal Oyun";360;100;0;0;False;Normal;Normal
"0. Normal Oyun";361;100;0;0;False;Normal;Normal
"0. Normal Oyun";362;100;0;0;False;Normal;Normal
"0. Normal Oyun";363;100;0;0;False;Normal;Normal
"0. Normal Oyun";364;100;90;0;False;Normal;Normal
"0. Normal Oyun";365;100;0;0;False;Normal;Normal
"0. Normal Oyun";366;100;0;0;False;Normal;Normal
"0. Normal Oyun";367;100;0;0;False;Normal;Normal
"0. Normal Oyun";368;100;0;0;False;Normal;Normal
"0. Normal Oyun";369;100;0;0;False;Normal;Normal
"0. Normal Oyun";370;100;0;0;False;Normal;Normal
"0. Normal Oyun";371;100;0;0;False;Normal;Normal
"0. Normal Oyun";372;100;0;0;False;Normal;Normal
"0. Normal Oyun";373;100;20;0;False;Normal;Normal
"0. Normal Oyun";374;100;0;0;False;Normal;Normal
"0. Normal Oyun";375;100;0;0;False;Normal;Normal
"0. Normal Oyun";376;100;270;0;False;BigWin;Normal
"0. Normal Oyun";377;100;0;0;False;Normal;Normal
"0. Normal Oyun";378;100;0;0;False;Normal;Normal
"0. Normal Oyun";379;100;0;0;False;Normal;Normal
"0. Normal Oyun";380;100;0;0;False;Normal;Normal
"0. Normal Oyun";381;100;0;0;False;Normal;Normal
"0. Normal Oyun";382;100;0;0;False;Normal;Normal
"0. Normal Oyun";383;100;50;0;False;Normal;Normal
"0. Normal Oyun";384;100;0;0;False;Normal;Normal
"0. Normal Oyun";385;100;90;0;False;Normal;Normal
"0. Normal Oyun";386;100;0;0;False;Normal;Normal
"0. Normal Oyun";387;100;0;0;False;Normal;Normal
"0. Normal Oyun";388;100;0;0;False;Normal;Normal
"0. Normal Oyun";389;100;0;0;False;Normal;Normal
"0. Normal Oyun";390;100;0;0;False;Normal;Normal
"0. Normal Oyun";391;100;0;0;False;Normal;Normal
"0. Normal Oyun";392;100;1120;2;False;MegaWin;Normal
"0. Normal Oyun";393;100;150;0;False;Normal;Normal
"0. Normal Oyun";394;100;0;0;False;Normal;Normal
"0. Normal Oyun";395;100;150;3;False;Normal;Normal
"0. Normal Oyun";396;100;0;0;False;Normal;Normal
"0. Normal Oyun";397;100;0;0;False;Normal;Normal
"0. Normal Oyun";398;100;0;0;False;Normal;Normal
"0. Normal Oyun";399;100;0;0;False;Normal;Normal
"0. Normal Oyun";400;100;0;0;False;Normal;Normal
"0. Normal Oyun";401;100;0;0;False;Normal;Normal
"0. Normal Oyun";402;100;0;0;False;Normal;Normal
"0. Normal Oyun";403;100;0;0;False;Normal;Normal
"0. Normal Oyun";404;100;0;0;False;Normal;Normal
"0. Normal Oyun";405;100;120;0;False;Normal;Normal
"0. Normal Oyun";406;100;0;0;False;Normal;Normal
"0. Normal Oyun";407;100;90;0;False;Normal;Normal
"0. Normal Oyun";408;100;0;0;False;Normal;Normal
"0. Normal Oyun";409;100;110;0;False;Normal;Normal
"0. Normal Oyun";410;100;0;0;False;Normal;Normal
"0. Normal Oyun";411;100;230;0;True;BigWin;Bonus
"0. Normal Oyun";412;100;80;0;False;Normal;Normal
"0. Normal Oyun";413;100;0;0;False;Normal;Normal
"0. Normal Oyun";414;100;0;0;False;Normal;Normal
"0. Normal Oyun";415;100;0;0;False;Normal;Normal
"0. Normal Oyun";416;100;170;0;False;Normal;Normal
"0. Normal Oyun";417;100;120;0;False;Normal;Normal
"0. Normal Oyun";418;100;0;0;False;Normal;Normal
"0. Normal Oyun";419;100;0;0;False;Normal;Normal
"0. Normal Oyun";420;100;0;0;False;Normal;Normal
"0. Normal Oyun";421;100;0;0;False;Normal;Normal
"0. Normal Oyun";422;100;0;0;False;Normal;Normal
"0. Normal Oyun";423;100;80;0;False;Normal;Normal
"0. Normal Oyun";424;100;0;0;False;Normal;Normal
"0. Normal Oyun";425;100;0;0;False;Normal;Normal
"0. Normal Oyun";426;100;0;0;False;Normal;Normal
"0. Normal Oyun";427;100;0;0;False;Normal;Normal
"0. Normal Oyun";428;100;0;0;False;Normal;Normal
"0. Normal Oyun";429;100;0;0;False;Normal;Normal
"0. Normal Oyun";430;100;0;0;False;Normal;Normal
"0. Normal Oyun";431;100;0;0;False;Normal;Normal
"0. Normal Oyun";432;100;0;0;False;Normal;Normal
"0. Normal Oyun";433;100;30;0;False;Normal;Normal
"0. Normal Oyun";434;100;40;0;False;Normal;Normal
"0. Normal Oyun";435;100;150;0;False;Normal;Normal
"0. Normal Oyun";436;100;1430;2;False;MegaWin;Normal
"0. Normal Oyun";437;100;2100;8;False;EpicWin;Normal
"0. Normal Oyun";438;100;0;0;False;Normal;Normal
"0. Normal Oyun";439;100;0;0;False;Normal;Normal
"0. Normal Oyun";440;100;800;5;False;MegaWin;Normal
"0. Normal Oyun";441;100;0;0;False;Normal;Normal
"0. Normal Oyun";442;100;0;0;False;Normal;Normal
"0. Normal Oyun";443;100;390;5;False;BigWin;Normal
"0. Normal Oyun";444;100;390;8;False;BigWin;Normal
"0. Normal Oyun";445;100;0;0;False;Normal;Normal
"0. Normal Oyun";446;100;0;0;False;Normal;Normal
"0. Normal Oyun";447;100;0;0;False;Normal;Normal
"0. Normal Oyun";448;100;1280;8;False;MegaWin;Normal
"0. Normal Oyun";449;100;0;0;False;Normal;Normal
"0. Normal Oyun";450;100;0;0;False;Normal;Normal
"0. Normal Oyun";451;100;0;0;False;Normal;Normal
"0. Normal Oyun";452;100;20;0;False;Normal;Normal
"0. Normal Oyun";453;100;0;0;False;Normal;Normal
"0. Normal Oyun";454;100;80;0;False;Normal;Normal
"0. Normal Oyun";455;100;800;8;False;MegaWin;Normal
"0. Normal Oyun";456;100;0;0;False;Normal;Normal
"0. Normal Oyun";457;100;0;0;False;Normal;Normal
"0. Normal Oyun";458;100;0;0;False;Normal;Normal
"0. Normal Oyun";459;100;0;0;False;Normal;Normal
"0. Normal Oyun";460;100;0;0;False;Normal;Normal
"0. Normal Oyun";461;100;0;0;False;Normal;Normal
"0. Normal Oyun";462;100;0;0;False;Normal;Normal
"0. Normal Oyun";463;100;0;0;False;Normal;Normal
"0. Normal Oyun";464;100;0;0;False;Normal;Normal
"0. Normal Oyun";465;100;870;0;True;MegaWin;Bonus
"0. Normal Oyun";466;100;0;0;False;Normal;Normal
"0. Normal Oyun";467;100;0;0;False;Normal;Normal
"0. Normal Oyun";468;100;0;0;False;Normal;Normal
"0. Normal Oyun";469;100;0;0;False;Normal;Normal
"0. Normal Oyun";470;100;350;5;False;BigWin;Normal
"0. Normal Oyun";471;100;0;0;False;Normal;Normal
"0. Normal Oyun";472;100;0;0;False;Normal;Normal
"0. Normal Oyun";473;100;0;0;False;Normal;Normal
"0. Normal Oyun";474;100;0;0;False;Normal;Normal
"0. Normal Oyun";475;100;0;0;False;Normal;Normal
"0. Normal Oyun";476;100;0;0;False;Normal;Normal
